,Alto35,Bass35,HarmonicRhythm7,LocalKey38,PitchClassSet121,RomanNumeral31,Soprano35,Tenor35,TonicizedKey38,offset,measure
86,G,C,5,F,"(0, 4, 7)",V,C,E,F,10.75,3.0
87,G,C,5,F,"(0, 4, 7)",V,C,E,F,10.875,3.0
88,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.0,3.0
89,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.125,3.0
90,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.25,3.0
91,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.375,3.0
92,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.5,3.0
93,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.625,3.0
94,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.75,3.0
95,G,C,5,F,"(0, 4, 7)",V,C,E,F,11.875,3.0
96,C,F,0,F,"(0, 5, 9)",I,F,A,F,12.0,4.0
97,C,F,1,F,"(0, 5, 9)",I,F,A,F,12.125,4.0
98,C,F,2,F,"(0, 5, 9)",I,F,A,F,12.25,4.0
99,C,F,2,F,"(0, 5, 9)",I,F,A,F,12.375,4.0
100,C,F,3,F,"(0, 5, 9)",I,F,A,F,12.5,4.0
101,C,F,3,F,"(0, 5, 9)",I,F,A,F,12.625,4.0
102,C,F,3,F,"(0, 5, 9)",I,F,A,F,12.75,4.0
103,C,F,3,F,"(0, 5, 9)",I,F,A,F,12.875,4.0
104,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.0,4.0
105,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.125,4.0
106,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.25,4.0
107,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.375,4.0
108,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.5,4.0
109,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.625,4.0
110,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.75,4.0
111,C,F,4,F,"(0, 5, 9)",I,F,A,F,13.875,4.0
112,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.0,4.0
113,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.125,4.0
114,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.25,4.0
115,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.375,4.0
116,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.5,4.0
117,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.625,4.0
118,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.75,4.0
119,C,F,5,F,"(0, 5, 9)",I,F,A,F,14.875,4.0
120,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.0,4.0
121,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.125,4.0
122,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.25,4.0
123,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.375,4.0
124,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.5,4.0
125,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.625,4.0
126,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.75,4.0
127,C,F,5,F,"(0, 5, 9)",I,F,A,F,15.875,4.0
128,C,E,0,F,"(0, 4, 7)",V,C,E,F,16.0,5.0
129,C,E,1,F,"(0, 4, 7)",V,C,E,F,16.125,5.0
130,C,E,2,F,"(0, 4, 7)",V,C,E,F,16.25,5.0
131,C,E,2,F,"(0, 4, 7)",V,C,E,F,16.375,5.0
132,C,E,3,F,"(0, 4, 7)",V,C,E,F,16.5,5.0
133,C,E,3,F,"(0, 4, 7)",V,C,E,F,16.625,5.0
134,C,E,3,F,"(0, 4, 7)",V,C,E,F,16.75,5.0
135,C,E,3,F,"(0, 4, 7)",V,C,E,F,16.875,5.0
136,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.0,5.0
137,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.125,5.0
138,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.25,5.0
139,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.375,5.0
140,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.5,5.0
141,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.625,5.0
142,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.75,5.0
143,C,E,4,F,"(0, 4, 7)",V,C,E,F,17.875,5.0
144,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.0,5.0
145,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.125,5.0
146,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.25,5.0
147,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.375,5.0
148,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.5,5.0
149,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.625,5.0
150,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.75,5.0
151,G,C,5,F,"(0, 4, 7)",V,C,E,F,18.875,5.0
152,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.0,5.0
153,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.125,5.0
154,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.25,5.0
155,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.375,5.0
156,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.5,5.0
157,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.625,5.0
158,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.75,5.0
159,G,C,5,F,"(0, 4, 7)",V,C,E,F,19.875,5.0
160,A,D,0,F,"(2, 5, 9)",V,D,F,C,20.0,6.0
161,D,D,1,F,"(2, 5, 9)",ii,C,F,C,20.125,6.0
162,D,D,2,F,"(2, 5, 9)",ii,C,F,C,20.25,6.0
163,D,D,2,F,"(2, 5, 9)",ii,C,F,C,20.375,6.0
164,A,D,3,F,"(2, 5, 9)",ii,C,F,C,20.5,6.0
165,A,D,3,F,"(2, 5, 9)",ii,C,F,C,20.625,6.0
166,A,D,3,F,"(2, 5, 9)",ii,C,F,C,20.75,6.0
167,A,D,3,F,"(2, 5, 9)",ii,C,F,C,20.875,6.0
168,D,D,4,F,"(2, 5, 9)",ii,C,F,C,21.0,6.0
169,A,D,4,F,"(2, 5, 9)",ii,C,F,C,21.125,6.0
170,A,D,4,F,"(2, 5, 9)",ii,C,F,C,21.25,6.0
171,A,D,4,F,"(2, 5, 9)",ii,C,F,C,21.375,6.0
172,D,D,4,F,"(2, 5, 9)",ii,C,F,C,21.5,6.0
173,D,D,4,F,"(2, 5, 9)",ii,C,F,C,21.625,6.0
174,D,D,4,F,"(2, 5, 9)",ii,C,F,C,21.75,6.0
175,D,D,4,F,"(2, 5, 9)",ii,C,F,C,21.875,6.0
176,D,G,0,F,"(2, 7, 11)",V,G,B,C,22.0,6.0
177,D,G,1,F,"(2, 7, 11)",V,G,B,C,22.125,6.0
178,D,G,2,F,"(2, 7, 11)",V,G,B,C,22.25,6.0
179,D,G,2,F,"(2, 7, 11)",V,G,B,C,22.375,6.0
180,D,G,3,F,"(2, 7, 11)",V,G,B,C,22.5,6.0
181,D,G,3,F,"(2, 7, 11)",V,G,B,C,22.625,6.0
182,D,G,3,F,"(2, 7, 11)",V,G,B,C,22.75,6.0
183,D,G,3,F,"(2, 7, 11)",V,G,B,C,22.875,6.0
184,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.0,6.0
185,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.125,6.0
186,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.25,6.0
187,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.375,6.0
188,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.5,6.0
189,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.625,6.0
190,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.75,6.0
191,D,G,4,F,"(2, 7, 11)",V,G,B,C,23.875,6.0
192,G,C,0,F,"(0, 4, 7)",V,C,E,F,24.0,7.0
193,G,C,1,F,"(0, 4, 7)",V,C,E,F,24.125,7.0
194,G,C,2,F,"(0, 4, 7)",V,C,E,F,24.25,7.0
195,G,C,2,F,"(0, 4, 7)",V,C,E,F,24.375,7.0
196,G,C,3,F,"(0, 4, 7)",V,C,E,F,24.5,7.0
197,G,C,3,F,"(0, 4, 7)",V,C,E,F,24.625,7.0
198,G,C,3,F,"(0, 4, 7)",V,C,E,F,24.75,7.0
199,G,C,3,F,"(0, 4, 7)",V,C,E,F,24.875,7.0
200,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.0,7.0
201,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.125,7.0
202,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.25,7.0
203,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.375,7.0
204,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.5,7.0
205,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.625,7.0
206,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.75,7.0
207,G,C,4,F,"(0, 4, 7)",V,C,E,F,25.875,7.0
208,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.0,7.0
209,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.125,7.0
210,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.25,7.0
211,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.375,7.0
212,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.5,7.0
213,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.625,7.0
214,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.75,7.0
215,G,C,5,F,"(0, 4, 7)",V,C,E,F,26.875,7.0
216,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.0,7.0
217,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.125,7.0
218,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.25,7.0
219,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.375,7.0
220,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.5,7.0
221,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.625,7.0
222,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.75,7.0
223,G,C,5,F,"(0, 4, 7)",V,C,E,F,27.875,7.0
224,C,C,0,F,"(0, 4, 7)",I,F,E,F,28.0,8.0
225,C,C,1,F,"(0, 4, 7)",I,F,E,F,28.125,8.0
226,C,C,2,F,"(0, 4, 7)",I,F,E,F,28.25,8.0
227,C,C,2,F,"(0, 4, 7)",I,F,E,F,28.375,8.0
228,C,C,3,F,"(0, 4, 7)",I,F,E,F,28.5,8.0
229,C,C,3,F,"(0, 4, 7)",I,F,E,F,28.625,8.0
230,C,C,3,F,"(0, 4, 7)",I,F,E,F,28.75,8.0
231,C,C,3,F,"(0, 4, 7)",I,F,E,F,28.875,8.0
232,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.0,8.0
233,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.125,8.0
234,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.25,8.0
235,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.375,8.0
236,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.5,8.0
237,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.625,8.0
238,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.75,8.0
239,G,C,4,F,"(0, 4, 7)",I,C,E,F,29.875,8.0
240,F,B-,0,F,"(0, 5, 9)",I,B-,D,F,30.0,8.0
241,F,B-,1,F,"(0, 5, 9)",I,B-,D,F,30.125,8.0
242,F,B-,2,F,"(0, 5, 9)",I,B-,D,F,30.25,8.0
243,F,B-,2,F,"(0, 5, 9)",I,B-,D,F,30.375,8.0
244,F,B-,3,F,"(0, 5, 9)",I,B-,D,F,30.5,8.0
245,F,B-,3,F,"(0, 5, 9)",I,B-,D,F,30.625,8.0
246,F,B-,3,F,"(0, 5, 9)",I,B-,D,F,30.75,8.0
247,F,B-,3,F,"(0, 5, 9)",I,B-,D,F,30.875,8.0
248,F,A,0,F,"(0, 5, 9)",I,F,C,F,31.0,8.0
249,F,A,1,F,"(0, 5, 9)",I,F,C,F,31.125,8.0
250,F,A,2,F,"(0, 5, 9)",I,F,C,F,31.25,8.0
251,F,A,2,F,"(0, 5, 9)",I,F,C,F,31.375,8.0
252,F,A,3,F,"(0, 5, 9)",I,F,C,F,31.5,8.0
253,F,A,3,F,"(0, 5, 9)",I,F,C,F,31.625,8.0
254,F,A,3,F,"(0, 5, 9)",I,F,C,F,31.75,8.0
255,F,A,3,F,"(0, 5, 9)",I,F,C,F,31.875,8.0
256,C,F,0,F,"(0, 5, 9)",I,F,A,F,32.0,9.0
257,C,F,1,F,"(0, 5, 9)",I,F,A,F,32.125,9.0
258,C,F,2,F,"(0, 5, 9)",I,F,A,F,32.25,9.0
259,C,F,2,F,"(0, 5, 9)",I,F,A,F,32.375,9.0
260,C,F,3,F,"(0, 5, 9)",I,F,A,F,32.5,9.0
261,C,F,3,F,"(0, 5, 9)",I,F,A,F,32.625,9.0
262,C,F,3,F,"(0, 5, 9)",I,F,A,F,32.75,9.0
263,C,F,3,F,"(0, 5, 9)",I,F,A,F,32.875,9.0
264,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.0,9.0
265,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.125,9.0
266,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.25,9.0
267,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.375,9.0
268,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.5,9.0
269,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.625,9.0
270,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.75,9.0
271,C,C,4,F,"(0, 5, 9)",I,B-,E,F,33.875,9.0
272,F,B-,0,F,"(2, 5, 10)",IV,B-,D,F,34.0,9.0
273,F,B-,1,F,"(2, 5, 10)",IV,B-,D,F,34.125,9.0
274,F,B-,2,F,"(2, 5, 10)",IV,B-,D,F,34.25,9.0
275,F,B-,2,F,"(2, 5, 10)",IV,B-,D,F,34.375,9.0
276,F,B-,3,F,"(2, 5, 10)",IV,B-,D,F,34.5,9.0
277,F,B-,3,F,"(2, 5, 10)",IV,B-,D,F,34.625,9.0
278,F,B-,3,F,"(2, 5, 10)",IV,B-,D,F,34.75,9.0
279,F,B-,3,F,"(2, 5, 10)",IV,B-,D,F,34.875,9.0
280,F,B-,0,F,"(0, 5, 9)",V,G,C,F,35.0,9.0
281,F,B-,1,F,"(0, 5, 9)",V,F,C,F,35.125,9.0
282,F,B-,2,F,"(0, 5, 9)",V,F,C,F,35.25,9.0
283,F,B-,2,F,"(0, 5, 9)",V,F,C,F,35.375,9.0
284,G,C,3,F,"(0, 5, 9)",V,G,C,F,35.5,9.0
285,G,C,3,F,"(0, 5, 9)",V,G,E,F,35.625,9.0
286,G,C,3,F,"(0, 5, 9)",V,G,E,F,35.75,9.0
287,G,C,3,F,"(0, 5, 9)",V,G,E,F,35.875,9.0
288,C,F,0,F,"(0, 5, 9)",I,F,A,F,36.0,10.0
289,C,F,1,F,"(0, 5, 9)",I,F,A,F,36.125,10.0
290,C,F,2,F,"(0, 5, 9)",I,F,A,F,36.25,10.0
291,C,F,2,F,"(0, 5, 9)",I,F,A,F,36.375,10.0
292,C,F,3,F,"(0, 5, 9)",I,F,A,F,36.5,10.0
293,C,F,3,F,"(0, 5, 9)",I,F,A,F,36.625,10.0
294,C,F,3,F,"(0, 5, 9)",I,F,A,F,36.75,10.0
295,C,F,3,F,"(0, 5, 9)",I,F,A,F,36.875,10.0
296,C,F,0,F,"(0, 5, 9)",I,C,G,F,37.0,10.0
297,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.125,10.0
298,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.25,10.0
299,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.375,10.0
300,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.5,10.0
301,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.625,10.0
302,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.75,10.0
303,C,F,4,F,"(0, 5, 9)",I,C,G,F,37.875,10.0
304,C,F,0,F,"(0, 5, 9)",I,F,A,F,38.0,10.0
305,C,F,1,F,"(0, 5, 9)",I,F,A,F,38.125,10.0
306,C,F,2,F,"(0, 5, 9)",I,F,A,F,38.25,10.0
307,C,F,2,F,"(0, 5, 9)",I,F,A,F,38.375,10.0
308,C,F,3,F,"(0, 5, 9)",I,F,A,F,38.5,10.0
309,C,F,3,F,"(0, 5, 9)",I,F,A,F,38.625,10.0
310,C,F,3,F,"(0, 5, 9)",I,F,A,F,38.75,10.0
311,C,F,3,F,"(0, 5, 9)",I,F,A,F,38.875,10.0
312,B-,D,0,F,"(2, 5, 10)",IV,B-,F,F,39.0,10.0
313,B-,D,1,F,"(2, 5, 10)",IV,B-,F,F,39.125,10.0
314,B-,D,2,F,"(2, 5, 10)",IV,B-,F,F,39.25,10.0
315,B-,D,2,F,"(2, 5, 10)",IV,B-,F,F,39.375,10.0
316,B-,D,3,F,"(2, 5, 10)",IV,B-,F,F,39.5,10.0
317,B-,D,3,F,"(2, 5, 10)",IV,B-,F,F,39.625,10.0
318,B-,D,3,F,"(2, 5, 10)",IV,B-,F,F,39.75,10.0
319,B-,D,3,F,"(2, 5, 10)",IV,B-,F,F,39.875,10.0
320,G,C,0,F,"(0, 4, 7)",V,C,E,F,40.0,11.0
321,G,C,1,F,"(0, 4, 7)",V,C,E,F,40.125,11.0
322,G,C,2,F,"(0, 4, 7)",V,C,E,F,40.25,11.0
323,G,C,2,F,"(0, 4, 7)",V,C,E,F,40.375,11.0
324,G,C,3,F,"(0, 4, 7)",V,C,E,F,40.5,11.0
325,G,C,3,F,"(0, 4, 7)",V,C,E,F,40.625,11.0
326,G,C,3,F,"(0, 4, 7)",V,C,E,F,40.75,11.0
327,G,C,3,F,"(0, 4, 7)",V,C,E,F,40.875,11.0
328,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.0,11.0
329,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.125,11.0
330,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.25,11.0
331,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.375,11.0
332,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.5,11.0
333,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.625,11.0
334,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.75,11.0
335,G,C,4,F,"(0, 4, 7)",V,C,E,F,41.875,11.0
336,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.0,11.0
337,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.125,11.0
338,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.25,11.0
339,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.375,11.0
340,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.5,11.0
341,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.625,11.0
342,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.75,11.0
343,G,C,5,F,"(0, 4, 7)",V,C,E,F,42.875,11.0
344,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.0,11.0
345,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.125,11.0
346,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.25,11.0
347,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.375,11.0
348,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.5,11.0
349,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.625,11.0
350,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.75,11.0
351,G,C,5,F,"(0, 4, 7)",V,C,E,F,43.875,11.0
352,C,F,0,F,"(0, 5, 9)",I,F,A,F,44.0,12.0
353,C,F,1,F,"(0, 5, 9)",I,F,A,F,44.125,12.0
354,C,F,2,F,"(0, 5, 9)",I,F,A,F,44.25,12.0
355,C,F,2,F,"(0, 5, 9)",I,F,A,F,44.375,12.0
356,C,F,3,F,"(0, 5, 9)",I,F,A,F,44.5,12.0
357,C,F,3,F,"(0, 5, 9)",I,F,A,F,44.625,12.0
358,C,F,3,F,"(0, 5, 9)",I,F,A,F,44.75,12.0
359,C,F,3,F,"(0, 5, 9)",I,F,A,F,44.875,12.0
360,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.0,12.0
361,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.125,12.0
362,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.25,12.0
363,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.375,12.0
364,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.5,12.0
365,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.625,12.0
366,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.75,12.0
367,C,F,4,F,"(0, 5, 9)",I,F,A,F,45.875,12.0
368,C,F,5,F,"(0, 5, 9)",I,F,A,F,46.0,12.0
369,C,F,5,F,"(0, 5, 9)",I,F,A,F,46.125,12.0
370,C,F,5,F,"(0, 5, 9)",I,F,A,F,46.25,12.0
