,Alto35,Bass35,HarmonicRhythm7,LocalKey38,PitchClassSet121,RomanNumeral31,Soprano35,Tenor35,TonicizedKey38,offset,measure
35,E,A,2,A,"(1, 4, 9)",I,A,C#,A,4.375,3.0
36,E,A,3,A,"(1, 4, 9)",I,A,C#,A,4.5,3.0
37,E,A,3,A,"(1, 4, 9)",I,A,C#,A,4.625,3.0
38,E,A,3,A,"(1, 4, 9)",I,A,C#,A,4.75,3.0
39,E,A,3,A,"(1, 4, 9)",I,A,C#,A,4.875,3.0
40,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.0,3.0
41,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.125,3.0
42,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.25,3.0
43,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.375,3.0
44,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.5,3.0
45,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.625,3.0
46,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.75,3.0
47,E,A,4,A,"(1, 4, 9)",I,A,C#,A,5.875,3.0
48,E,A,0,A,"(1, 4, 9)",I,A,C#,A,6.0,4.0
49,E,A,1,A,"(1, 4, 9)",I,A,C#,A,6.125,4.0
50,E,A,2,A,"(1, 4, 9)",I,A,C#,A,6.25,4.0
51,E,A,2,A,"(1, 4, 9)",I,A,C#,A,6.375,4.0
52,E,A,3,A,"(1, 4, 9)",I,A,C#,A,6.5,4.0
53,E,A,3,A,"(1, 4, 9)",I,A,C#,A,6.625,4.0
54,E,A,3,A,"(1, 4, 9)",I,A,C#,A,6.75,4.0
55,E,A,3,A,"(1, 4, 9)",I,A,C#,A,6.875,4.0
56,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.0,4.0
57,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.125,4.0
58,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.25,4.0
59,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.375,4.0
60,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.5,4.0
61,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.625,4.0
62,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.75,4.0
63,E,A,4,A,"(1, 4, 9)",I,A,C#,A,7.875,4.0
64,B,D,0,A,"(2, 4, 8, 11)",V7,B,E,A,8.0,5.0
65,B,D,1,A,"(2, 4, 8, 11)",V7,B,E,A,8.125,5.0
66,B,D,2,A,"(2, 4, 8, 11)",V7,B,E,A,8.25,5.0
67,B,D,2,A,"(2, 4, 8, 11)",V7,B,E,A,8.375,5.0
68,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,8.5,5.0
69,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,8.625,5.0
70,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,8.75,5.0
71,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,8.875,5.0
72,A,C#,0,A,"(1, 4, 9)",I,A,E,A,9.0,5.0
73,A,C#,1,A,"(1, 4, 9)",I,A,E,A,9.125,5.0
74,A,C#,2,A,"(1, 4, 9)",I,A,E,A,9.25,5.0
75,A,C#,2,A,"(1, 4, 9)",I,A,E,A,9.375,5.0
76,A,C#,3,A,"(1, 4, 9)",I,A,E,A,9.5,5.0
77,A,C#,3,A,"(1, 4, 9)",I,A,E,A,9.625,5.0
78,A,C#,3,A,"(1, 4, 9)",I,A,E,A,9.75,5.0
79,A,C#,3,A,"(1, 4, 9)",I,A,E,A,9.875,5.0
80,B,D,0,A,"(2, 4, 8, 11)",V7,B,E,A,10.0,6.0
81,B,D,1,A,"(2, 4, 8, 11)",V7,B,E,A,10.125,6.0
82,B,D,2,A,"(2, 4, 8, 11)",V7,B,E,A,10.25,6.0
83,B,D,2,A,"(2, 4, 8, 11)",V7,B,E,A,10.375,6.0
84,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,10.5,6.0
85,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,10.625,6.0
86,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,10.75,6.0
87,B,D,3,A,"(2, 4, 8, 11)",V7,B,E,A,10.875,6.0
88,A,C#,0,A,"(1, 4, 9)",I,A,E,A,11.0,6.0
89,A,C#,1,A,"(1, 4, 9)",I,A,E,A,11.125,6.0
90,A,C#,2,A,"(1, 4, 9)",I,A,E,A,11.25,6.0
91,A,C#,2,A,"(1, 4, 9)",I,A,E,A,11.375,6.0
92,A,C#,3,A,"(1, 4, 9)",I,A,E,A,11.5,6.0
93,A,C#,3,A,"(1, 4, 9)",I,A,E,A,11.625,6.0
94,A,C#,3,A,"(1, 4, 9)",I,A,E,A,11.75,6.0
95,A,C#,3,A,"(1, 4, 9)",I,A,E,A,11.875,6.0
96,G#,B,0,A,"(4, 8, 11)",V,A,E,A,12.0,7.0
97,G#,B,1,A,"(4, 8, 11)",V,A,E,A,12.125,7.0
98,G#,B,2,A,"(4, 8, 11)",V,A,E,A,12.25,7.0
99,G#,B,2,A,"(4, 8, 11)",V,A,E,A,12.375,7.0
100,G#,B,3,A,"(4, 8, 11)",V,A,E,A,12.5,7.0
101,G#,B,3,A,"(4, 8, 11)",V,A,E,A,12.625,7.0
102,G#,B,3,A,"(4, 8, 11)",V,A,E,A,12.75,7.0
103,G#,B,3,A,"(4, 8, 11)",V,A,E,A,12.875,7.0
104,F#,B,0,A,"(3, 6, 9, 11)",V7,A,D#,E,13.0,7.0
105,F#,B,1,A,"(3, 6, 9, 11)",V7,A,D#,E,13.125,7.0
106,F#,B,2,A,"(3, 6, 9, 11)",V7,A,D#,E,13.25,7.0
107,F#,B,2,A,"(3, 6, 9, 11)",V7,A,D#,E,13.375,7.0
108,F#,B,3,A,"(3, 6, 9, 11)",V7,A,D#,E,13.5,7.0
109,F#,B,3,A,"(3, 6, 9, 11)",V7,A,D#,E,13.625,7.0
110,F#,B,3,A,"(3, 6, 9, 11)",V7,A,D#,E,13.75,7.0
111,F#,B,3,A,"(3, 6, 9, 11)",V7,A,D#,E,13.875,7.0
112,B,E,0,A,"(4, 8, 11)",V,E,G#,A,14.0,8.0
113,B,E,1,A,"(4, 8, 11)",V,E,G#,A,14.125,8.0
114,B,E,2,A,"(4, 8, 11)",V,E,G#,A,14.25,8.0
115,B,E,2,A,"(4, 8, 11)",V,E,G#,A,14.375,8.0
116,B,E,3,A,"(4, 8, 11)",V,E,G#,A,14.5,8.0
117,B,E,3,A,"(4, 8, 11)",V,E,G#,A,14.625,8.0
118,B,E,3,A,"(4, 8, 11)",V,E,G#,A,14.75,8.0
119,B,E,3,A,"(4, 8, 11)",V,E,G#,A,14.875,8.0
120,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.0,8.0
121,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.125,8.0
122,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.25,8.0
123,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.375,8.0
124,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.5,8.0
125,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.625,8.0
126,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.75,8.0
127,B,E,4,A,"(4, 8, 11)",V,E,G#,A,15.875,8.0
128,E,A,0,A,"(1, 4, 9)",I,A,C#,A,16.0,9.0
129,E,A,1,A,"(1, 4, 9)",I,A,C#,A,16.125,9.0
130,E,A,2,A,"(1, 4, 9)",I,A,C#,A,16.25,9.0
131,E,A,2,A,"(1, 4, 9)",I,A,C#,A,16.375,9.0
132,E,A,3,A,"(1, 4, 9)",I,A,C#,A,16.5,9.0
133,E,A,3,A,"(1, 4, 9)",I,A,C#,A,16.625,9.0
134,E,A,3,A,"(1, 4, 9)",I,A,C#,A,16.75,9.0
135,E,A,3,A,"(1, 4, 9)",I,A,C#,A,16.875,9.0
136,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.0,9.0
137,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.125,9.0
138,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.25,9.0
139,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.375,9.0
140,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.5,9.0
141,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.625,9.0
142,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.75,9.0
143,E,A,4,A,"(1, 4, 9)",I,A,C#,A,17.875,9.0
144,E,B,0,A,"(2, 4, 8, 11)",V7,G#,D,A,18.0,10.0
145,E,B,1,A,"(2, 4, 8, 11)",V7,G#,D,A,18.125,10.0
146,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,18.25,10.0
147,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,18.375,10.0
148,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,18.5,10.0
149,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,18.625,10.0
150,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,18.75,10.0
151,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,18.875,10.0
152,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,19.0,10.0
153,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,19.125,10.0
154,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,19.25,10.0
155,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,19.375,10.0
156,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,19.5,10.0
157,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,19.625,10.0
158,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,19.75,10.0
159,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,19.875,10.0
160,E,A,0,A,"(1, 4, 9)",I,A,C#,A,20.0,11.0
161,E,A,1,A,"(1, 4, 9)",I,A,C#,A,20.125,11.0
162,E,A,2,A,"(1, 4, 9)",I,A,C#,A,20.25,11.0
163,E,A,2,A,"(1, 4, 9)",I,A,C#,A,20.375,11.0
164,E,A,3,A,"(1, 4, 9)",I,A,C#,A,20.5,11.0
165,E,A,3,A,"(1, 4, 9)",I,A,C#,A,20.625,11.0
166,E,A,3,A,"(1, 4, 9)",I,A,C#,A,20.75,11.0
167,E,A,3,A,"(1, 4, 9)",I,A,C#,A,20.875,11.0
168,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.0,11.0
169,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.125,11.0
170,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.25,11.0
171,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.375,11.0
172,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.5,11.0
173,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.625,11.0
174,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.75,11.0
175,E,A,4,A,"(1, 4, 9)",I,A,C#,A,21.875,11.0
176,E,B,0,A,"(2, 4, 8, 11)",V7,G#,D,A,22.0,12.0
177,E,B,1,A,"(2, 4, 8, 11)",V7,G#,D,A,22.125,12.0
178,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,22.25,12.0
179,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,22.375,12.0
180,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,22.5,12.0
181,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,22.625,12.0
182,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,22.75,12.0
183,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,22.875,12.0
184,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,23.0,12.0
185,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,23.125,12.0
186,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,23.25,12.0
187,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,23.375,12.0
188,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,23.5,12.0
189,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,23.625,12.0
190,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,23.75,12.0
191,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,23.875,12.0
192,E,A,0,A,"(1, 4, 9)",I,A,C#,A,24.0,13.0
193,E,A,1,A,"(1, 4, 9)",I,A,C#,A,24.125,13.0
194,E,A,2,A,"(1, 4, 9)",I,A,C#,A,24.25,13.0
195,E,A,2,A,"(1, 4, 9)",I,A,C#,A,24.375,13.0
196,E,A,3,A,"(1, 4, 9)",I,A,C#,A,24.5,13.0
197,E,A,3,A,"(1, 4, 9)",I,A,C#,A,24.625,13.0
198,E,A,3,A,"(1, 4, 9)",I,A,C#,A,24.75,13.0
199,E,A,3,A,"(1, 4, 9)",I,A,C#,A,24.875,13.0
200,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.0,13.0
201,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.125,13.0
202,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.25,13.0
203,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.375,13.0
204,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.5,13.0
205,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.625,13.0
206,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.75,13.0
207,E,A,4,A,"(1, 4, 9)",I,A,C#,A,25.875,13.0
208,E,A,0,A,"(1, 4, 9)",I,A,C#,A,26.0,14.0
209,E,A,1,A,"(1, 4, 9)",I,A,C#,A,26.125,14.0
210,E,A,2,A,"(1, 4, 9)",I,A,C#,A,26.25,14.0
211,E,A,2,A,"(1, 4, 9)",I,A,C#,A,26.375,14.0
212,E,A,3,A,"(1, 4, 9)",I,A,C#,A,26.5,14.0
213,E,A,3,A,"(1, 4, 9)",I,A,C#,A,26.625,14.0
214,E,A,3,A,"(1, 4, 9)",I,A,C#,A,26.75,14.0
215,E,A,3,A,"(1, 4, 9)",I,A,C#,A,26.875,14.0
216,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.0,14.0
217,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.125,14.0
218,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.25,14.0
219,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.375,14.0
220,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.5,14.0
221,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.625,14.0
222,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.75,14.0
223,E,A,4,A,"(1, 4, 9)",I,A,C#,A,27.875,14.0
224,B,E,0,A,"(2, 4, 8, 11)",V7,D,G#,A,28.0,15.0
225,B,E,1,A,"(2, 4, 8, 11)",V7,D,G#,A,28.125,15.0
226,B,E,2,A,"(2, 4, 8, 11)",V7,D,G#,A,28.25,15.0
227,B,E,2,A,"(2, 4, 8, 11)",V7,D,G#,A,28.375,15.0
228,B,E,3,A,"(2, 4, 8, 11)",V7,D,G#,A,28.5,15.0
229,B,E,3,A,"(2, 4, 8, 11)",V7,D,G#,A,28.625,15.0
230,B,E,3,A,"(2, 4, 8, 11)",V7,D,G#,A,28.75,15.0
231,B,E,3,A,"(2, 4, 8, 11)",V7,D,G#,A,28.875,15.0
232,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.0,15.0
233,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.125,15.0
234,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.25,15.0
235,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.375,15.0
236,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.5,15.0
237,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.625,15.0
238,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.75,15.0
239,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,29.875,15.0
240,E,A,0,A,"(1, 4, 9)",I,A,C#,A,30.0,16.0
241,E,A,1,A,"(1, 4, 9)",I,A,C#,A,30.125,16.0
242,E,A,2,A,"(1, 4, 9)",I,A,C#,A,30.25,16.0
243,E,A,2,A,"(1, 4, 9)",I,A,C#,A,30.375,16.0
244,E,A,3,A,"(1, 4, 9)",I,A,C#,A,30.5,16.0
245,E,A,3,A,"(1, 4, 9)",I,A,C#,A,30.625,16.0
246,E,A,3,A,"(1, 4, 9)",I,A,C#,A,30.75,16.0
247,E,A,3,A,"(1, 4, 9)",I,A,C#,A,30.875,16.0
248,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.0,16.0
249,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.125,16.0
250,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.25,16.0
251,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.375,16.0
252,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.5,16.0
253,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.625,16.0
254,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.75,16.0
255,E,A,4,A,"(1, 4, 9)",I,A,C#,A,31.875,16.0
256,E,A,0,A,"(1, 4, 9)",I,A,C#,A,32.0,17.0
257,E,A,1,A,"(1, 4, 9)",I,A,C#,A,32.125,17.0
258,E,A,2,A,"(1, 4, 9)",I,A,C#,A,32.25,17.0
259,E,A,2,A,"(1, 4, 9)",I,A,C#,A,32.375,17.0
260,E,A,3,A,"(1, 4, 9)",I,A,C#,A,32.5,17.0
261,E,A,3,A,"(1, 4, 9)",I,A,C#,A,32.625,17.0
262,E,A,3,A,"(1, 4, 9)",I,A,C#,A,32.75,17.0
263,E,A,3,A,"(1, 4, 9)",I,A,C#,A,32.875,17.0
264,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.0,17.0
265,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.125,17.0
266,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.25,17.0
267,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.375,17.0
268,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.5,17.0
269,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.625,17.0
270,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.75,17.0
271,E,A,4,A,"(1, 4, 9)",I,A,C#,A,33.875,17.0
272,E,B,0,A,"(2, 4, 8, 11)",V7,G#,D,A,34.0,18.0
273,E,B,1,A,"(2, 4, 8, 11)",V7,G#,D,A,34.125,18.0
274,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,34.25,18.0
275,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,34.375,18.0
276,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,34.5,18.0
277,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,34.625,18.0
278,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,34.75,18.0
279,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,34.875,18.0
280,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,35.0,18.0
281,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,35.125,18.0
282,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,35.25,18.0
283,B,E,4,A,"(2, 4, 8, 11)",V7,G#,G#,A,35.375,18.0
284,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,35.5,18.0
285,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,35.625,18.0
286,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,35.75,18.0
287,B,E,4,A,"(2, 4, 8, 11)",V7,E,G#,A,35.875,18.0
288,E,A,0,A,"(1, 4, 9)",I,A,C#,A,36.0,19.0
289,E,A,1,A,"(1, 4, 9)",I,A,C#,A,36.125,19.0
290,E,A,2,A,"(1, 4, 9)",I,A,C#,A,36.25,19.0
291,E,A,2,A,"(1, 4, 9)",I,A,C#,A,36.375,19.0
292,E,A,3,A,"(1, 4, 9)",I,A,C#,A,36.5,19.0
293,E,A,3,A,"(1, 4, 9)",I,A,C#,A,36.625,19.0
294,E,A,3,A,"(1, 4, 9)",I,A,C#,A,36.75,19.0
295,E,A,3,A,"(1, 4, 9)",I,A,C#,A,36.875,19.0
296,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.0,19.0
297,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.125,19.0
298,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.25,19.0
299,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.375,19.0
300,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.5,19.0
301,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.625,19.0
302,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.75,19.0
303,E,A,4,A,"(1, 4, 9)",I,A,C#,A,37.875,19.0
304,E,B,0,A,"(2, 4, 8, 11)",V7,G#,D,A,38.0,20.0
305,E,B,1,A,"(2, 4, 8, 11)",V7,G#,D,A,38.125,20.0
306,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,38.25,20.0
307,E,B,2,A,"(2, 4, 8, 11)",V7,G#,D,A,38.375,20.0
308,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,38.5,20.0
309,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,38.625,20.0
310,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,38.75,20.0
311,E,B,3,A,"(2, 4, 8, 11)",V7,G#,D,A,38.875,20.0
312,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.0,20.0
313,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.125,20.0
314,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.25,20.0
315,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.375,20.0
316,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.5,20.0
317,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.625,20.0
318,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.75,20.0
319,B,E,4,A,"(2, 4, 8, 11)",V7,D,G#,A,39.875,20.0
320,E,A,0,A,"(1, 4, 9)",I,A,C#,A,40.0,21.0
321,E,A,1,A,"(1, 4, 9)",I,A,C#,A,40.125,21.0
322,E,A,2,A,"(1, 4, 9)",I,A,C#,A,40.25,21.0
323,E,A,2,A,"(1, 4, 9)",I,A,C#,A,40.375,21.0
324,E,A,3,A,"(1, 4, 9)",I,A,C#,A,40.5,21.0
325,E,A,3,A,"(1, 4, 9)",I,A,C#,A,40.625,21.0
326,E,A,3,A,"(1, 4, 9)",I,A,C#,A,40.75,21.0
327,E,A,3,A,"(1, 4, 9)",I,A,C#,A,40.875,21.0
328,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.0,21.0
329,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.125,21.0
330,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.25,21.0
331,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.375,21.0
332,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.5,21.0
333,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.625,21.0
334,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.75,21.0
335,E,A,4,A,"(1, 4, 9)",I,A,C#,A,41.875,21.0
336,E,A,0,A,"(1, 4, 9)",I,A,C#,A,42.0,22.0
337,E,A,1,A,"(1, 4, 9)",I,A,C#,A,42.125,22.0
338,E,A,2,A,"(1, 4, 9)",I,A,C#,A,42.25,22.0
339,E,A,2,A,"(1, 4, 9)",I,A,C#,A,42.375,22.0
340,E,A,3,A,"(1, 4, 9)",I,A,C#,A,42.5,22.0
341,E,A,3,A,"(1, 4, 9)",I,A,C#,A,42.625,22.0
342,E,A,3,A,"(1, 4, 9)",I,A,C#,A,42.75,22.0
343,E,A,3,A,"(1, 4, 9)",I,A,C#,A,42.875,22.0
344,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.0,22.0
345,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.125,22.0
346,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.25,22.0
347,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.375,22.0
348,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.5,22.0
349,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.625,22.0
350,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.75,22.0
351,E,A,4,A,"(1, 4, 9)",I,A,C#,A,43.875,22.0
352,B,E,0,A,"(2, 4, 8, 11)",V7,D,G#,A,44.0,23.0
